Country,City,Date,Year,Month,Day,Temp,DayOfYear
South Africa,Capetown,2008-01-11,2008,1,11,20.444444444444443,11
South Africa,Capetown,2008-01-12,2008,1,12,20.88888888888889,12
South Africa,Capetown,2008-01-13,2008,1,13,23.5,13
South Africa,Capetown,2008-01-14,2008,1,14,23.72222222222222,14
South Africa,Capetown,2008-01-15,2008,1,15,19.88888888888889,15
South Africa,Capetown,2008-01-16,2008,1,16,18.833333333333336,16
South Africa,Capetown,2008-01-17,2008,1,17,20.55555555555556,17
South Africa,Capetown,2008-01-18,2008,1,18,21.0,18
South Africa,Capetown,2008-01-19,2008,1,19,21.166666666666664,19
South Africa,Capetown,2008-01-20,2008,1,20,22.22222222222222,20
South Africa,Capetown,2008-01-21,2008,1,21,21.444444444444443,21
South Africa,Capetown,2008-01-22,2008,1,22,20.33333333333333,22
South Africa,Capetown,2008-01-23,2008,1,23,20.500000000000004,23
South Africa,Capetown,2008-01-24,2008,1,24,24.222222222222214,24
South Africa,Capetown,2008-01-25,2008,1,25,22.555555555555557,25
South Africa,Capetown,2008-01-26,2008,1,26,24.66666666666667,26
South Africa,Capetown,2008-01-27,2008,1,27,22.11111111111111,27
South Africa,Capetown,2008-01-28,2008,1,28,20.72222222222222,28
South Africa,Capetown,2008-01-29,2008,1,29,20.11111111111111,29
South Africa,Capetown,2008-01-30,2008,1,30,20.88888888888889,30
South Africa,Capetown,2008-01-31,2008,1,31,21.55555555555556,31
South Africa,Capetown,2009-01-01,2009,1,1,20.944444444444443,1
South Africa,Capetown,2009-01-02,2009,1,2,19.83333333333333,2
South Africa,Capetown,2009-01-03,2009,1,3,20.33333333333333,3
South Africa,Capetown,2009-01-04,2009,1,4,22.27777777777777,4
South Africa,Capetown,2009-01-05,2009,1,5,22.722222222222225,5
South Africa,Capetown,2009-01-06,2009,1,6,22.05555555555556,6
South Africa,Capetown,2009-01-07,2009,1,7,21.11111111111111,7
South Africa,Capetown,2009-01-08,2009,1,8,21.22222222222222,8
South Africa,Capetown,2009-01-09,2009,1,9,20.88888888888889,9
South Africa,Capetown,2009-01-10,2009,1,10,21.27777777777778,10
South Africa,Capetown,2009-01-11,2009,1,11,22.88888888888889,11
South Africa,Capetown,2009-01-12,2009,1,12,21.944444444444443,12
South Africa,Capetown,2009-01-13,2009,1,13,21.05555555555556,13
South Africa,Capetown,2009-01-14,2009,1,14,20.11111111111111,14
South Africa,Capetown,2009-01-15,2009,1,15,20.444444444444443,15
South Africa,Capetown,2009-01-16,2009,1,16,20.611111111111107,16
South Africa,Capetown,2009-01-17,2009,1,17,19.77777777777777,17
South Africa,Capetown,2009-01-18,2009,1,18,20.500000000000004,18
South Africa,Capetown,2009-01-19,2009,1,19,21.83333333333333,19
South Africa,Capetown,2009-01-20,2009,1,20,23.666666666666664,20
South Africa,Capetown,2009-01-21,2009,1,21,21.27777777777778,21
South Africa,Capetown,2009-01-22,2009,1,22,19.55555555555556,22
South Africa,Capetown,2009-01-23,2009,1,23,19.944444444444446,23
South Africa,Capetown,2009-01-24,2009,1,24,21.05555555555556,24
South Africa,Capetown,2009-01-25,2009,1,25,21.444444444444443,25
South Africa,Capetown,2009-01-26,2009,1,26,20.33333333333333,26
South Africa,Capetown,2009-01-27,2009,1,27,18.444444444444443,27
South Africa,Capetown,2009-01-28,2009,1,28,21.55555555555556,28
South Africa,Capetown,2009-01-29,2009,1,29,20.944444444444443,29
South Africa,Capetown,2009-01-30,2009,1,30,21.27777777777778,30
South Africa,Capetown,2009-01-31,2009,1,31,21.666666666666668,31
South Africa,Capetown,2010-01-01,2010,1,1,23.05555555555556,1
South Africa,Capetown,2010-01-02,2010,1,2,24.11111111111111,2
South Africa,Capetown,2010-01-03,2010,1,3,20.33333333333333,3
South Africa,Capetown,2010-01-04,2010,1,4,22.05555555555556,4
South Africa,Capetown,2010-01-05,2010,1,5,26.05555555555556,5
South Africa,Capetown,2010-01-06,2010,1,6,21.722222222222214,6
South Africa,Capetown,2010-01-07,2010,1,7,19.72222222222222,7
South Africa,Capetown,2010-01-08,2010,1,8,20.166666666666668,8
South Africa,Capetown,2010-01-09,2010,1,9,21.888888888888893,9
South Africa,Capetown,2010-01-10,2010,1,10,20.11111111111111,10
South Africa,Capetown,2010-01-11,2010,1,11,21.166666666666664,11
South Africa,Capetown,2010-01-12,2010,1,12,23.444444444444443,12
South Africa,Capetown,2010-01-13,2010,1,13,27.5,13
South Africa,Capetown,2010-01-14,2010,1,14,20.38888888888889,14
South Africa,Capetown,2010-01-15,2010,1,15,19.33333333333333,15
South Africa,Capetown,2010-01-16,2010,1,16,20.055555555555557,16
South Africa,Capetown,2010-01-17,2010,1,17,22.11111111111111,17
South Africa,Capetown,2010-01-18,2010,1,18,21.0,18
South Africa,Capetown,2010-01-19,2010,1,19,19.27777777777778,19
South Africa,Capetown,2010-01-20,2010,1,20,20.55555555555556,20
South Africa,Capetown,2010-01-21,2010,1,21,21.944444444444443,21
South Africa,Capetown,2010-01-22,2010,1,22,20.944444444444443,22
South Africa,Capetown,2010-01-23,2010,1,23,20.83333333333333,23
South Africa,Capetown,2010-01-24,2010,1,24,20.27777777777778,24
South Africa,Capetown,2010-01-25,2010,1,25,20.88888888888889,25
South Africa,Capetown,2010-01-26,2010,1,26,20.611111111111107,26
South Africa,Capetown,2010-01-27,2010,1,27,20.777777777777786,27
South Africa,Capetown,2010-01-28,2010,1,28,20.777777777777786,28
South Africa,Capetown,2010-01-29,2010,1,29,22.0,29
South Africa,Capetown,2010-01-30,2010,1,30,20.72222222222222,30
South Africa,Capetown,2010-01-31,2010,1,31,20.055555555555557,31
South Africa,Capetown,2011-01-01,2011,1,1,20.944444444444443,1
South Africa,Capetown,2011-01-02,2011,1,2,18.111111111111107,2
South Africa,Capetown,2011-01-03,2011,1,3,24.77777777777777,3
South Africa,Capetown,2011-01-04,2011,1,4,24.944444444444446,4
South Africa,Capetown,2011-01-05,2011,1,5,25.72222222222222,5
South Africa,Capetown,2011-01-06,2011,1,6,25.11111111111111,6
South Africa,Capetown,2011-01-07,2011,1,7,19.05555555555556,7
South Africa,Capetown,2011-01-08,2011,1,8,21.55555555555556,8
South Africa,Capetown,2011-01-09,2011,1,9,20.83333333333333,9
South Africa,Capetown,2011-01-10,2011,1,10,19.55555555555556,10
South Africa,Capetown,2011-01-11,2011,1,11,21.5,11
South Africa,Capetown,2011-01-12,2011,1,12,21.444444444444443,12
South Africa,Capetown,2011-01-13,2011,1,13,22.88888888888889,13
South Africa,Capetown,2011-01-14,2011,1,14,20.222222222222225,14
South Africa,Capetown,2011-01-15,2011,1,15,20.944444444444443,15
South Africa,Capetown,2011-01-16,2011,1,16,20.33333333333333,16
South Africa,Capetown,2011-01-17,2011,1,17,20.777777777777786,17
South Africa,Capetown,2011-01-18,2011,1,18,21.333333333333336,18
South Africa,Capetown,2011-01-19,2011,1,19,21.22222222222222,19
South Africa,Capetown,2011-01-20,2011,1,20,21.05555555555556,20
South Africa,Capetown,2011-01-21,2011,1,21,21.444444444444443,21
South Africa,Capetown,2011-01-22,2011,1,22,19.88888888888889,22
South Africa,Capetown,2011-01-23,2011,1,23,23.77777777777778,23
South Africa,Capetown,2011-01-24,2011,1,24,23.22222222222222,24
South Africa,Capetown,2011-01-25,2011,1,25,22.88888888888889,25
South Africa,Capetown,2011-01-26,2011,1,26,19.388888888888893,26
South Africa,Capetown,2011-01-27,2011,1,27,22.0,27
South Africa,Capetown,2011-01-28,2011,1,28,21.722222222222214,28
South Africa,Capetown,2011-01-29,2011,1,29,21.0,29
South Africa,Capetown,2011-01-30,2011,1,30,20.166666666666668,30
South Africa,Capetown,2011-01-31,2011,1,31,22.61111111111111,31
South Africa,Capetown,2012-01-01,2012,1,1,19.388888888888893,1
South Africa,Capetown,2012-01-02,2012,1,2,19.77777777777777,2
South Africa,Capetown,2012-01-03,2012,1,3,20.72222222222222,3
South Africa,Capetown,2012-01-04,2012,1,4,20.11111111111111,4
South Africa,Capetown,2012-01-05,2012,1,5,21.22222222222222,5
South Africa,Capetown,2012-01-06,2012,1,6,22.38888888888889,6
South Africa,Capetown,2012-01-07,2012,1,7,23.05555555555556,7
South Africa,Capetown,2012-01-08,2012,1,8,24.5,8
South Africa,Capetown,2012-01-09,2012,1,9,22.444444444444446,9
South Africa,Capetown,2012-01-10,2012,1,10,23.33333333333333,10
South Africa,Capetown,2012-01-11,2012,1,11,22.444444444444446,11
South Africa,Capetown,2012-01-12,2012,1,12,21.11111111111111,12
South Africa,Capetown,2012-01-13,2012,1,13,20.27777777777778,13
South Africa,Capetown,2012-01-14,2012,1,14,20.444444444444443,14
South Africa,Capetown,2012-01-15,2012,1,15,26.27777777777778,15
South Africa,Capetown,2012-01-16,2012,1,16,25.72222222222222,16
South Africa,Capetown,2012-01-17,2012,1,17,25.500000000000004,17
South Africa,Capetown,2012-01-18,2012,1,18,25.27777777777778,18
South Africa,Capetown,2012-01-19,2012,1,19,23.33333333333333,19
South Africa,Capetown,2012-01-20,2012,1,20,22.05555555555556,20
South Africa,Capetown,2012-01-21,2012,1,21,24.944444444444446,21
South Africa,Capetown,2012-01-22,2012,1,22,21.944444444444443,22
South Africa,Capetown,2012-01-23,2012,1,23,20.611111111111107,23
South Africa,Capetown,2012-01-24,2012,1,24,22.444444444444446,24
South Africa,Capetown,2012-01-25,2012,1,25,22.88888888888889,25
South Africa,Capetown,2012-01-26,2012,1,26,23.166666666666668,26
South Africa,Capetown,2012-01-27,2012,1,27,24.222222222222214,27
South Africa,Capetown,2012-01-28,2012,1,28,25.222222222222225,28
South Africa,Capetown,2012-01-29,2012,1,29,24.33333333333333,29
South Africa,Capetown,2012-01-30,2012,1,30,21.166666666666664,30
South Africa,Capetown,2012-01-31,2012,1,31,22.5,31
South Africa,Capetown,2013-01-01,2013,1,1,20.55555555555556,1
South Africa,Capetown,2013-01-02,2013,1,2,21.0,2
South Africa,Capetown,2013-01-03,2013,1,3,19.5,3
South Africa,Capetown,2013-01-04,2013,1,4,19.61111111111111,4
South Africa,Capetown,2013-01-05,2013,1,5,21.944444444444443,5
South Africa,Capetown,2013-01-06,2013,1,6,21.22222222222222,6
South Africa,Capetown,2013-01-07,2013,1,7,21.0,7
South Africa,Capetown,2013-01-08,2013,1,8,21.22222222222222,8
South Africa,Capetown,2013-01-09,2013,1,9,18.111111111111107,9
South Africa,Capetown,2013-01-10,2013,1,10,17.22222222222222,10
South Africa,Capetown,2013-01-11,2013,1,11,18.33333333333333,11
South Africa,Capetown,2013-01-12,2013,1,12,20.944444444444443,12
South Africa,Capetown,2013-01-13,2013,1,13,21.888888888888893,13
South Africa,Capetown,2013-01-14,2013,1,14,20.88888888888889,14
South Africa,Capetown,2013-01-15,2013,1,15,24.88888888888889,15
South Africa,Capetown,2013-01-16,2013,1,16,24.222222222222214,16
South Africa,Capetown,2013-01-17,2013,1,17,22.61111111111111,17
South Africa,Capetown,2013-01-18,2013,1,18,22.444444444444446,18
South Africa,Capetown,2013-01-19,2013,1,19,23.88888888888889,19
South Africa,Capetown,2013-01-20,2013,1,20,21.22222222222222,20
South Africa,Capetown,2013-01-21,2013,1,21,21.5,21
South Africa,Capetown,2013-01-22,2013,1,22,21.166666666666664,22
South Africa,Capetown,2013-01-23,2013,1,23,21.38888888888889,23
South Africa,Capetown,2013-01-24,2013,1,24,22.0,24
South Africa,Capetown,2013-01-25,2013,1,25,20.444444444444443,25
South Africa,Capetown,2013-01-26,2013,1,26,20.611111111111107,26
South Africa,Capetown,2013-01-27,2013,1,27,21.444444444444443,27
South Africa,Capetown,2013-01-28,2013,1,28,25.611111111111107,28
South Africa,Capetown,2013-01-29,2013,1,29,23.77777777777778,29
South Africa,Capetown,2013-01-30,2013,1,30,20.944444444444443,30
South Africa,Capetown,2013-01-31,2013,1,31,24.83333333333333,31
South Africa,Capetown,2014-01-01,2014,1,1,22.444444444444446,1
South Africa,Capetown,2014-01-02,2014,1,2,22.83333333333333,2
South Africa,Capetown,2014-01-03,2014,1,3,22.944444444444443,3
South Africa,Capetown,2014-01-04,2014,1,4,22.27777777777777,4
South Africa,Capetown,2014-01-05,2014,1,5,21.22222222222222,5
South Africa,Capetown,2014-01-06,2014,1,6,19.944444444444446,6
South Africa,Capetown,2014-01-07,2014,1,7,20.72222222222222,7
South Africa,Capetown,2014-01-08,2014,1,8,19.88888888888889,8
South Africa,Capetown,2014-01-09,2014,1,9,19.61111111111111,9
South Africa,Capetown,2014-01-10,2014,1,10,19.444444444444443,10
South Africa,Capetown,2014-01-11,2014,1,11,19.444444444444443,11
South Africa,Capetown,2014-01-12,2014,1,12,20.11111111111111,12
South Africa,Capetown,2014-01-13,2014,1,13,21.888888888888893,13
South Africa,Capetown,2014-01-14,2014,1,14,23.111111111111107,14
South Africa,Capetown,2014-01-15,2014,1,15,21.22222222222222,15
South Africa,Capetown,2014-01-16,2014,1,16,20.777777777777786,16
South Africa,Capetown,2014-01-17,2014,1,17,21.944444444444443,17
South Africa,Capetown,2014-01-18,2014,1,18,21.55555555555556,18
South Africa,Capetown,2014-01-19,2014,1,19,20.88888888888889,19
South Africa,Capetown,2014-01-20,2014,1,20,21.944444444444443,20
South Africa,Capetown,2014-01-21,2014,1,21,24.33333333333333,21
South Africa,Capetown,2014-01-22,2014,1,22,23.61111111111111,22
South Africa,Capetown,2014-01-23,2014,1,23,21.444444444444443,23
South Africa,Capetown,2014-01-24,2014,1,24,21.0,24
South Africa,Capetown,2014-01-25,2014,1,25,20.88888888888889,25
South Africa,Capetown,2014-01-26,2014,1,26,22.722222222222225,26
South Africa,Capetown,2014-01-27,2014,1,27,22.83333333333333,27
South Africa,Capetown,2014-01-28,2014,1,28,22.05555555555556,28
South Africa,Capetown,2014-01-29,2014,1,29,23.33333333333333,29
South Africa,Capetown,2014-01-30,2014,1,30,24.944444444444446,30
South Africa,Capetown,2014-01-31,2014,1,31,27.05555555555556,31
South Africa,Capetown,2015-01-01,2015,1,1,20.777777777777786,1
South Africa,Capetown,2015-01-02,2015,1,2,21.888888888888893,2
South Africa,Capetown,2015-01-03,2015,1,3,20.500000000000004,3
South Africa,Capetown,2015-01-04,2015,1,4,21.11111111111111,4
South Africa,Capetown,2015-01-05,2015,1,5,20.222222222222225,5
South Africa,Capetown,2015-01-06,2015,1,6,21.05555555555556,6
South Africa,Capetown,2015-01-07,2015,1,7,23.33333333333333,7
South Africa,Capetown,2015-01-08,2015,1,8,21.166666666666664,8
South Africa,Capetown,2015-01-09,2015,1,9,21.61111111111111,9
South Africa,Capetown,2015-01-10,2015,1,10,20.83333333333333,10
South Africa,Capetown,2015-01-11,2015,1,11,21.61111111111111,11
South Africa,Capetown,2015-01-12,2015,1,12,22.22222222222222,12
South Africa,Capetown,2015-01-13,2015,1,13,22.61111111111111,13
South Africa,Capetown,2015-01-14,2015,1,14,25.33333333333333,14
South Africa,Capetown,2015-01-15,2015,1,15,21.38888888888889,15
South Africa,Capetown,2015-01-16,2015,1,16,18.88888888888889,16
South Africa,Capetown,2015-01-17,2015,1,17,19.0,17
South Africa,Capetown,2015-01-18,2015,1,18,20.055555555555557,18
South Africa,Capetown,2015-01-19,2015,1,19,21.61111111111111,19
South Africa,Capetown,2015-01-20,2015,1,20,21.888888888888893,20
South Africa,Capetown,2015-01-21,2015,1,21,24.222222222222214,21
South Africa,Capetown,2015-01-22,2015,1,22,22.722222222222225,22
South Africa,Capetown,2015-01-23,2015,1,23,22.27777777777777,23
South Africa,Capetown,2015-01-24,2015,1,24,21.05555555555556,24
South Africa,Capetown,2015-01-25,2015,1,25,21.38888888888889,25
South Africa,Capetown,2015-01-26,2015,1,26,20.88888888888889,26
South Africa,Capetown,2015-01-27,2015,1,27,21.55555555555556,27
South Africa,Capetown,2015-01-28,2015,1,28,22.83333333333333,28
South Africa,Capetown,2015-01-29,2015,1,29,25.11111111111111,29
South Africa,Capetown,2015-01-30,2015,1,30,21.61111111111111,30
South Africa,Capetown,2015-01-31,2015,1,31,19.388888888888893,31
South Africa,Capetown,2016-01-01,2016,1,1,23.944444444444443,1
South Africa,Capetown,2016-01-02,2016,1,2,24.0,2
South Africa,Capetown,2016-01-03,2016,1,3,24.11111111111111,3
South Africa,Capetown,2016-01-04,2016,1,4,24.88888888888889,4
South Africa,Capetown,2016-01-05,2016,1,5,25.0,5
South Africa,Capetown,2016-01-06,2016,1,6,22.38888888888889,6
South Africa,Capetown,2016-01-07,2016,1,7,19.444444444444443,7
South Africa,Capetown,2016-01-08,2016,1,8,21.27777777777778,8
South Africa,Capetown,2016-01-09,2016,1,9,22.5,9
South Africa,Capetown,2016-01-10,2016,1,10,24.5,10
South Africa,Capetown,2016-01-11,2016,1,11,26.5,11
South Africa,Capetown,2016-01-12,2016,1,12,27.666666666666668,12
South Africa,Capetown,2016-01-13,2016,1,13,23.61111111111111,13
South Africa,Capetown,2016-01-14,2016,1,14,22.16666666666667,14
South Africa,Capetown,2016-01-15,2016,1,15,25.88888888888889,15
South Africa,Capetown,2016-01-16,2016,1,16,25.444444444444443,16
South Africa,Capetown,2016-01-17,2016,1,17,25.55555555555556,17
South Africa,Capetown,2016-01-18,2016,1,18,23.77777777777778,18
South Africa,Capetown,2016-01-19,2016,1,19,25.11111111111111,19
South Africa,Capetown,2016-01-20,2016,1,20,25.444444444444443,20
South Africa,Capetown,2016-01-21,2016,1,21,26.38888888888889,21
South Africa,Capetown,2016-01-22,2016,1,22,22.944444444444443,22
South Africa,Capetown,2016-01-23,2016,1,23,22.444444444444446,23
South Africa,Capetown,2016-01-24,2016,1,24,22.16666666666667,24
South Africa,Capetown,2016-01-25,2016,1,25,19.11111111111111,25
South Africa,Capetown,2016-01-26,2016,1,26,20.55555555555556,26
South Africa,Capetown,2016-01-27,2016,1,27,20.72222222222222,27
South Africa,Capetown,2016-01-28,2016,1,28,22.05555555555556,28
South Africa,Capetown,2016-01-29,2016,1,29,21.722222222222214,29
South Africa,Capetown,2016-01-30,2016,1,30,22.27777777777777,30
South Africa,Capetown,2016-01-31,2016,1,31,25.944444444444443,31
South Africa,Capetown,2017-01-01,2017,1,1,23.22222222222222,1
South Africa,Capetown,2017-01-02,2017,1,2,21.666666666666668,2
South Africa,Capetown,2017-01-03,2017,1,3,19.61111111111111,3
South Africa,Capetown,2017-01-04,2017,1,4,21.55555555555556,4
South Africa,Capetown,2017-01-05,2017,1,5,21.27777777777778,5
South Africa,Capetown,2017-01-06,2017,1,6,21.11111111111111,6
South Africa,Capetown,2017-01-07,2017,1,7,22.61111111111111,7
South Africa,Capetown,2017-01-08,2017,1,8,21.61111111111111,8
South Africa,Capetown,2017-01-09,2017,1,9,20.83333333333333,9
South Africa,Capetown,2017-01-10,2017,1,10,23.88888888888889,10
South Africa,Capetown,2017-01-11,2017,1,11,21.944444444444443,11
South Africa,Capetown,2017-01-12,2017,1,12,20.55555555555556,12
South Africa,Capetown,2017-01-13,2017,1,13,19.05555555555556,13
South Africa,Capetown,2017-01-14,2017,1,14,19.222222222222214,14
South Africa,Capetown,2017-01-15,2017,1,15,19.5,15
South Africa,Capetown,2017-01-16,2017,1,16,21.444444444444443,16
South Africa,Capetown,2017-01-17,2017,1,17,23.111111111111107,17
South Africa,Capetown,2017-01-18,2017,1,18,22.22222222222222,18
South Africa,Capetown,2017-01-19,2017,1,19,19.05555555555556,19
South Africa,Capetown,2017-01-20,2017,1,20,19.166666666666668,20
South Africa,Capetown,2017-01-21,2017,1,21,20.222222222222225,21
South Africa,Capetown,2017-01-22,2017,1,22,20.72222222222222,22
South Africa,Capetown,2017-01-23,2017,1,23,21.722222222222214,23
South Africa,Capetown,2017-01-24,2017,1,24,19.83333333333333,24
South Africa,Capetown,2017-01-25,2017,1,25,21.166666666666664,25
South Africa,Capetown,2017-01-26,2017,1,26,21.05555555555556,26
South Africa,Capetown,2017-01-27,2017,1,27,19.72222222222222,27
South Africa,Capetown,2017-01-28,2017,1,28,20.222222222222225,28
South Africa,Capetown,2017-01-29,2017,1,29,20.0,29
South Africa,Capetown,2017-01-30,2017,1,30,19.222222222222214,30
South Africa,Capetown,2017-01-31,2017,1,31,20.611111111111107,31
South Africa,Capetown,2018-01-01,2018,1,1,18.000000000000004,1
South Africa,Capetown,2018-01-02,2018,1,2,18.666666666666664,2
South Africa,Capetown,2018-01-03,2018,1,3,23.05555555555556,3
South Africa,Capetown,2018-01-04,2018,1,4,-72.77777777777777,4
South Africa,Capetown,2018-01-05,2018,1,5,20.500000000000004,5
South Africa,Capetown,2018-01-06,2018,1,6,22.16666666666667,6
South Africa,Capetown,2018-01-07,2018,1,7,18.61111111111111,7
South Africa,Capetown,2018-01-08,2018,1,8,18.33333333333333,8
South Africa,Capetown,2018-01-09,2018,1,9,18.944444444444443,9
South Africa,Capetown,2018-01-10,2018,1,10,23.444444444444443,10
South Africa,Capetown,2018-01-11,2018,1,11,24.222222222222214,11
South Africa,Capetown,2018-01-12,2018,1,12,21.83333333333333,12
South Africa,Capetown,2018-01-13,2018,1,13,21.888888888888893,13
South Africa,Capetown,2018-01-14,2018,1,14,22.16666666666667,14
South Africa,Capetown,2018-01-15,2018,1,15,19.66666666666667,15
South Africa,Capetown,2018-01-16,2018,1,16,22.33333333333333,16
South Africa,Capetown,2018-01-17,2018,1,17,24.11111111111111,17
South Africa,Capetown,2018-01-18,2018,1,18,23.33333333333333,18
South Africa,Capetown,2018-01-19,2018,1,19,23.55555555555556,19
South Africa,Capetown,2018-01-20,2018,1,20,26.0,20
South Africa,Capetown,2018-01-21,2018,1,21,21.27777777777778,21
South Africa,Capetown,2018-01-22,2018,1,22,22.0,22
South Africa,Capetown,2018-01-23,2018,1,23,22.0,23
South Africa,Capetown,2018-01-24,2018,1,24,20.944444444444443,24
South Africa,Capetown,2018-01-25,2018,1,25,21.5,25
South Africa,Capetown,2018-01-26,2018,1,26,21.77777777777778,26
South Africa,Capetown,2018-01-27,2018,1,27,20.72222222222222,27
South Africa,Capetown,2018-01-28,2018,1,28,23.05555555555556,28
South Africa,Capetown,2018-01-29,2018,1,29,26.166666666666664,29
South Africa,Capetown,2018-01-30,2018,1,30,21.0,30
South Africa,Capetown,2018-01-31,2018,1,31,21.55555555555556,31
South Africa,Capetown,2019-01-01,2019,1,1,21.38888888888889,1
South Africa,Capetown,2019-01-02,2019,1,2,21.333333333333336,2
South Africa,Capetown,2019-01-03,2019,1,3,23.111111111111107,3
South Africa,Capetown,2019-01-04,2019,1,4,21.38888888888889,4
South Africa,Capetown,2019-01-05,2019,1,5,21.11111111111111,5
South Africa,Capetown,2019-01-06,2019,1,6,20.72222222222222,6
South Africa,Capetown,2019-01-07,2019,1,7,20.166666666666668,7
South Africa,Capetown,2019-01-08,2019,1,8,20.777777777777786,8
South Africa,Capetown,2019-01-09,2019,1,9,20.777777777777786,9
South Africa,Capetown,2019-01-10,2019,1,10,19.72222222222222,10
South Africa,Capetown,2019-01-11,2019,1,11,18.833333333333336,11
South Africa,Capetown,2019-01-12,2019,1,12,17.72222222222222,12
South Africa,Capetown,2019-01-13,2019,1,13,19.61111111111111,13
South Africa,Capetown,2019-01-14,2019,1,14,18.944444444444443,14
South Africa,Capetown,2019-01-15,2019,1,15,20.944444444444443,15
South Africa,Capetown,2019-01-16,2019,1,16,23.88888888888889,16
South Africa,Capetown,2019-01-17,2019,1,17,21.5,17
South Africa,Capetown,2019-01-18,2019,1,18,18.61111111111111,18
South Africa,Capetown,2019-01-19,2019,1,19,17.83333333333333,19
South Africa,Capetown,2019-01-20,2019,1,20,20.611111111111107,20
South Africa,Capetown,2019-01-21,2019,1,21,20.88888888888889,21
South Africa,Capetown,2019-01-22,2019,1,22,20.72222222222222,22
South Africa,Capetown,2019-01-23,2019,1,23,-72.77777777777777,23
South Africa,Capetown,2019-01-24,2019,1,24,19.944444444444446,24
South Africa,Capetown,2019-01-25,2019,1,25,20.166666666666668,25
South Africa,Capetown,2019-01-26,2019,1,26,23.72222222222222,26
South Africa,Capetown,2019-01-27,2019,1,27,24.83333333333333,27
South Africa,Capetown,2019-01-28,2019,1,28,25.222222222222225,28
South Africa,Capetown,2019-01-29,2019,1,29,20.777777777777786,29
South Africa,Capetown,2019-01-30,2019,1,30,22.83333333333333,30
South Africa,Capetown,2019-01-31,2019,1,31,23.666666666666664,31
South Africa,Capetown,2020-01-01,2020,1,1,21.11111111111111,1
South Africa,Capetown,2020-01-02,2020,1,2,20.38888888888889,2
South Africa,Capetown,2020-01-03,2020,1,3,20.611111111111107,3
South Africa,Capetown,2020-01-04,2020,1,4,20.83333333333333,4
South Africa,Capetown,2020-01-05,2020,1,5,19.83333333333333,5
South Africa,Capetown,2020-01-06,2020,1,6,19.388888888888893,6
South Africa,Capetown,2020-01-07,2020,1,7,23.111111111111107,7
South Africa,Capetown,2020-01-08,2020,1,8,21.22222222222222,8
South Africa,Capetown,2020-01-09,2020,1,9,20.33333333333333,9
South Africa,Capetown,2020-01-10,2020,1,10,21.55555555555556,10
South Africa,Capetown,2020-01-11,2020,1,11,18.88888888888889,11
South Africa,Capetown,2020-01-12,2020,1,12,22.11111111111111,12
South Africa,Capetown,2020-01-13,2020,1,13,23.000000000000004,13
South Africa,Capetown,2020-01-14,2020,1,14,23.444444444444443,14
South Africa,Capetown,2020-01-15,2020,1,15,24.83333333333333,15
South Africa,Capetown,2020-01-16,2020,1,16,24.05555555555556,16
South Africa,Capetown,2020-01-17,2020,1,17,22.38888888888889,17
South Africa,Capetown,2020-01-18,2020,1,18,20.055555555555557,18
South Africa,Capetown,2020-01-19,2020,1,19,17.944444444444443,19
South Africa,Capetown,2020-01-20,2020,1,20,22.16666666666667,20
South Africa,Capetown,2020-01-21,2020,1,21,22.555555555555557,21
South Africa,Capetown,2020-01-22,2020,1,22,20.88888888888889,22
South Africa,Capetown,2020-01-23,2020,1,23,23.72222222222222,23
South Africa,Capetown,2020-01-24,2020,1,24,21.888888888888893,24
South Africa,Capetown,2020-01-25,2020,1,25,19.166666666666668,25
South Africa,Capetown,2020-01-26,2020,1,26,18.000000000000004,26
South Africa,Capetown,2020-01-27,2020,1,27,18.111111111111107,27
South Africa,Capetown,2020-01-28,2020,1,28,20.0,28
South Africa,Capetown,2020-01-29,2020,1,29,20.11111111111111,29
South Africa,Capetown,2020-01-30,2020,1,30,22.88888888888889,30
South Africa,Capetown,2020-01-31,2020,1,31,20.055555555555557,31
The Netherlands,Amsterdam,1995-01-01,1995,1,1,3.111111111111112,1
The Netherlands,Amsterdam,1995-01-02,1995,1,2,3.6666666666666674,2
The Netherlands,Amsterdam,1995-01-03,1995,1,3,0.7222222222222207,3
The Netherlands,Amsterdam,1995-01-04,1995,1,4,-1.555555555555556,4
The Netherlands,Amsterdam,1995-01-05,1995,1,5,-3.444444444444444,5
The Netherlands,Amsterdam,1995-01-06,1995,1,6,-2.722222222222221,6
The Netherlands,Amsterdam,1995-01-07,1995,1,7,-0.8888888888888897,7
The Netherlands,Amsterdam,1995-01-08,1995,1,8,0.8888888888888897,8
The Netherlands,Amsterdam,1995-01-09,1995,1,9,5.777777777777777,9
The Netherlands,Amsterdam,1995-01-10,1995,1,10,5.499999999999999,10
The Netherlands,Amsterdam,1995-01-11,1995,1,11,3.722222222222224,11
The Netherlands,Amsterdam,1995-01-12,1995,1,12,3.722222222222224,12
The Netherlands,Amsterdam,1995-01-13,1995,1,13,3.888888888888889,13
The Netherlands,Amsterdam,1995-01-14,1995,1,14,6.500000000000002,14
The Netherlands,Amsterdam,1995-01-15,1995,1,15,7.944444444444443,15
The Netherlands,Amsterdam,1995-01-16,1995,1,16,4.722222222222222,16
The Netherlands,Amsterdam,1995-01-17,1995,1,17,5.277777777777778,17
The Netherlands,Amsterdam,1995-01-18,1995,1,18,6.4444444444444455,18
The Netherlands,Amsterdam,1995-01-19,1995,1,19,4.61111111111111,19
